name,nation,abv,country_code
"Torre Raone, Raone Rosso Colline Pescaresi",Italy,14,ITA
"Torre Raone, Raone Pecorino Colline Pescaresi",Italy,13,ITA
"Torre Raone, San Zopito Montepulciano d'Abruzzo",Italy,15,ITA
il est Q Bordeaux Red,France,12,FRA
"Louis Latour, Aloxe Corton",France,13,FRA
Louis Latour Marsannay,France,13,FRA
"Castello di Verrazzano, Rosso di Verrazzano",Italy,13,ITA
"Santero, Pinot Chardonnay Spumante",Italy,11,ITA
Chateau de Pommard,France,13,FRA
Podere Poggio Scalette Il Carbonaione,Italy,13,ITA
"Tua Rita, Syrah",Italy,14,ITA
"Romano Dal Forno, Vigna Sere",Italy,14,ITA
"Dal Forno Romano, Amarone della Valpolicella",Italy,17,ITA
"Dal Forno Romano, Valpolicella Superiore",Italy,15,ITA
Stella di Campalto Rosso de Montalcino 'Bio',Italy,13,ITA
"Fattoria Galardi, Terra di Lavoro",Italy,13,ITA
"Simonnet-Febvre, Chablis",France,12,FRA
"Simonnet-Febvre, Chablis Premire Cru 'Vaiilon'",France,12,FRA
"Simonnet-Febvre, Chablis Grand Cru 'Les Clos'",France,12,FRA
"Santero, Angeli Rosso",Italy,7,ITA
Divinus Hebe,France,12,FRA
Chateau Meaume,France,12,FRA
Chateau Begadan,France,12,FRA
Chateau Aney d'Arnaussan,France,12,FRA
Chateau Chene Vieux,France,13,FRA
"Attems, Merlot",Italy,13,ITA
"Castel, Terroir Bordeaux",France,12,FRA
"Castel, Terroir Medoc",France,12,FRA
"Castel, Terroir Saint Emilion",France,12,FRA
Chateau La Bonnelle,France,12,FRA
Chateau La Croix De Marbuzet,France,12,FRA
Chateau La Grande Clotte,France,13,FRA
Chateau Marsac Seguineau,France,12,FRA
"Paul Jaboulet Aine, Muscat Beaumes de Venise 'Le Chant des Griolles'",France,14,FRA
"Azienda Giribaldi, Pianissimo",Italy,4,ITA
Place Royalle Bordeaux,France,12,FRA
"Mahler Besse, Taja Monastrell",Spain,14,ESP
"Philippe Pacalet, Nuits St Georges",France,13,FRA
"Philippe Pacalet, Pommard",France,12,FRA
"Philippe Pacalet, Ruchottes Chambertin Grand Cru",France,13,FRA
"Gosset, Grand Reserve Brut",France,12,FRA
"Gosset, Grand Millesime Brut",France,12,FRA
"Gosset, Celebris Rose Extra Brut",France,12,FRA
"Gosset, Celebris Blanc de Blanc",France,12,FRA
Ysios Reserva,Spain,13,ESP
"Domaine des Rouges Queues, Bourgogne Hautes Cotes de Beaune Red",France,12,FRA
"Domaine des Rouges Queues, Santenay Red",France,13,FRA
"Domaine des Rouges Queues, Maranges Red",France,12,FRA
"Tosti, Brio Rosso",Italy,9,ITA
"Tosti, Moscato d'Asti  ",Italy,5,ITA
"Tosti, Moscato Spumante",Italy,6,ITA
"Vallebelbo, Brachetto d'Acqui",Italy,6,ITA
"Aldo Conterno, Barolo Colonnello",Italy,15,ITA
"Aldo Conterno, Barolo Romirasco",Italy,15,ITA
"Firriato, Quater Bianco",Italy,14,ITA
"Firriato, Quater Ross",Italy,14,ITA
"Tenimenti Angelini, Tuttobene Bianco",Italy,13,ITA
"Bodegas Care, Crianza",Spain,14,ESP
"Bodegas Care, Joven",Spain,14,ESP
"Bodegas Castano, Monastrell",Spain,13,ESP
"Bodegas Castano, Dominio Espinal Tinto",Spain,13,ESP
"Bodegas Castano, Dominio Espinal Blanco",Spain,12,ESP
"Bodegas Castano, Dulce Tinto",Spain,16,ESP
"Bodegas Muga, Aro",Spain,14,ESP
"Sierra Salinas, 1237 Salinas",Spain,15,ESP
"Sierra Salinas, Mo Monastrell",Spain,14,ESP
"Sierra Salinas, Puerto Salinas",Spain,15,ESP
"Domaine Antonin Guyon, Aloxe Corton 1er Cru 'Les Fournieres'",France,13,FRA
"Domaine Antonin Guyon, Corton Bressandes Grand Cru",France,13,FRA
"Domaine Antonin Guyon, Corton 'Clos du Roy' Grand Cru",France,13,FRA
"Domaine Antonin Guyon, Corton Charlemagne Grand Cru",France,13,FRA
"Domaine Antonin Guyon, Meursault Charmes 1er Cru 'Les Charmes Dessus'",France,13,FRA
Chateau David,France,13,FRA
Chateau de La Croix,France,12,FRA
"Mas de Daumas Gassac, Reserve de Gassac Red",France,12,FRA
"Mas de Daumas Gassac, Reserve de Gassac White",France,13,FRA
Chateau Canon la Gaffeliere,France,13,FRA
"Santo Isidro de Pegoes, Red",Portugal,14,PRT
Chateau Tour Puyblanquet,France,13,FRA
"Thunevin, Bad Boy",France,13,FRA
"Domaine Fougeray de Beauclair, Marsannay 'Saint Jacques'",France,13,FRA
"Domaine Fougeray de Beauclair, Fixin 'Clos Marion' Monopole",France,13,FRA
"Domaine Fougeray de Beauclair, Bonnes Mares Grand Cru",France,13,FRA
"Domaine Berthaut, Fixin 'Les Clos'",France,13,FRA
"Domaine Berthaut, Fixin 1er Cru 'Les Arvelets'",France,13,FRA
"Domaine Berthaut, Gevrey Chambertin 'Clos des Chezeaux'",France,13,FRA
"Domaine Berthaut, Gevrey Chambertin 1er Cru 'Les Cazetiers'",France,13,FRA
"Harmand Geoffroy, Gevrey-Chambertin Vieilles Vignes ",France,13,FRA
"Harmand Geoffroy, Gevrey-Chambertin 1er Lavaux St-Jacques",France,13,FRA
"Harmand Geoffroy, Gevrey Chambertin 1er Cru 'Les Champeaux'",France,13,FRA
"Harmand Geoffroy, Mazis Chambertin",France,13,FRA
"Domaine Georges Lignier, Morey St Denis",France,13,FRA
"Domaine Georges Lignier, Chambolle Musigny",France,12,FRA
"Domaine Georges Lignier, Morey St Denis 1er Cru 'Clos des Ormes'",France,13,FRA
"Domaine Georges Lignier, Clos St Denis Grand Cru",France,13,FRA
"Domaine Georges Lignier, Clos de La Roche Grand Cru",France,13,FRA
"Domaine Georges Lignier, Bonnes Mares Grand Cru",France,13,FRA
"Domaine Taupenot Merme, Bourgogne Pinot Noir",France,12,FRA
"Domaine Taupenot Merme, Gevrey Chambertin",France,13,FRA
"Domaine Taupenot Merme, Gevrey Chambertin 1er Cru 'Bel Air'",France,13,FRA
"Domaine Taupenot Merme, Clos des Lambrays Grand Cru",France,13,FRA
"Domaine Taupenot Merme, Mazoyeres Chambertin Grand Cru",France,13,FRA
"Domaine Jean Chauvenet, Nuits St Georges",France,13,FRA
"Domaine Jean Chauvenet, Nuits St Georges 1er Cru 'Les Damodes'",France,13,FRA
"Domaine Jean Chauvenet, Vosne Romanee",France,13,FRA
"Domaine Joseph Voillot, Volnay 'Vieilles Vignes'",France,13,FRA
"Domaine Joseph Voillot, Volnay 1er Cru 'Caillerets'",France,13,FRA
"Domaine Joseph Voillot, Volnay 1er Cru 'Champans'",France,13,FRA
"Domaine Joseph Voillot, Volnay 1er Cru 'Fremiets'",France,13,FRA
"Domaine Joseph Voillot, Pommard 'Vieilles Vignes'",France,13,FRA
"Domaine Michel Bouzereau, Bourgogne Pinot Noir",France,13,FRA
"Chateau de Vaudieu, Chateauneuf du Pape Rouge",France,15,FRA
"Domaine des Bosquets, Gigondas",France,15,FRA
Cellier de Pena,France,13,FRA
"Abadal, Crianza",Spain,14,ESP
"Hospices de Beaune, Pommard",France,13,FRA
Les Jardins de Soutard,France,13,FRA
"Lagaria, Riesling Trentino D.O.C",Italy,12,ITA
"Olivier Leflaive, Chablis 'Les Deux Rives'",France,12,FRA
"Olivier Leflaive, Chassagne Montrachet",France,13,FRA
"Olivier Leflaive, Meursault",France,13,FRA
"Olivier Leflaive, Puligny Montrach",France,13,FRA
"Olivier Leflaive, Chablis 1er Cru 'Vaillons'",France,13,FRA
"Nicolas Potel, Charmes-Chambertin Grand Cru",France,13,FRA
"Nicolas Potel, Clos de Vougeot Grand Cru",France,13,FRA
Abadal Blanc,Spain,13,ESP
Abadal Reserva,Spain,14,ESP
Abadal 5 Merlot,Spain,14,ESP
"Castello di Monsanto, Fabrizio Bianchi Chardonnay",Italy,13,ITA
Castel Pavillon,France,11,FRA
"Poggio Salvi, Rosso di Montalcino",Italy,13,ITA
Cupid Moscato d'Asti,Italy,5,ITA
"Chene Bleu, Heloise",France,15,FRA
"Chene Bleu, Abelard",France,15,FRA
"Chene Bleu, Rose",France,13,FRA
"De Stefani, Cabernet",Italy,13,ITA
Chateau Graveyron Carrere,France,13,FRA
Chateau Moulin du Bourg,France,13,FRA
"Colpetrone, Montefalco Sagrantino",Italy,14,ITA
Chateau Naguet,France,12,FRA
"Giulietta, Moscato",Italy,5,ITA
"Giulietta, Brachetto",Italy,5,ITA
"La Montecchia, Ca'emo",Italy,12,ITA
"La Montecchia, Ireneo",Italy,13,ITA
Henkell  Vintage Brut,Germany,11,DEU
"Sieur d'Arques, Bubble No.1",France,12,FRA
"Petra, Quercegobbe",Italy,14,ITA
Altesino Alte d'Altesi,Italy,13,ITA
Altesino Palazzo Altesi,Italy,13,ITA
"Contadi Castaldi, Franciacorta Brut Stile",Italy,12,ITA
"Contadi Castaldi, Franciacorta Zero",Italy,12,ITA
"Bodegas Chivite, Conde de la Salceda Reserva",Spain,13,ESP
"Bodegas Chivite, Vina Salceda Crianza",Spain,13,ESP
"Bodegas Chivite, Vina Salceda Reserva",Spain,13,ESP
"Santero, Nebbiolo d'Alba",Italy,13,ITA
"Villa Sparina, Barbera del Monferrato",Italy,14,ITA
"Damilano, Barolo Riserva",Italy,14,ITA
"Mezzacorona, Teroldego Rotaliano Riserva",Italy,13,ITA
"Fanti San Filippo, Rosso di Montalcino",Italy,14,ITA
"La Rasina, Toscana Sangiovese",Italy,13,ITA
"Argiano, Toscana Solengo",Italy,14,ITA
"Conti Zecca, Negroamaro",Italy,14,ITA
"Il Poggio dei Vigneti, Nero d'Avola",Italy,12,ITA
"Il Poggio dei Vigneti, Grecanico",Italy,12,ITA
"Feudo Arancio Stemmari, Grillo",Italy,13,ITA
"Gomba, Moscato Piemonte",Italy,5,ITA
"Poli, Sarpa di Poli Riserva",Italy,40,ITA
"Jean Leon, Magnolia White",Spain,13,ESP
"Jean Leon, Magnolia Red",Spain,14,ESP
"Jean Leon, Cabernet Sauvignon Reserva",Spain,13,ESP
"Jean Leon, Zemis",Spain,14,ESP
"Uggiano, Brunello di Montalcino",Italy,13,ITA
"Uggiano, Scanavino Moscato d'Asti",Italy,5,ITA
Chateau Angelique,France,12,FRA
Historical XIXth Century Wine,France,13,FRA
"Domaine Vincent Sauvestre, Chablis",France,12,FRA
"Domaine Vincent Sauvestre, Bourgogne Grand Ordinaire",France,12,FRA
"Domaine Vincent Sauvestre, Ladoix Cote de Beaune 'Les Chaillots'",France,13,FRA
Domaine des Grandes Cotes,France,13,FRA
Comte de Valladiere,France,12,FRA
Chateau Lafon,France,12,FRA
Chateau de Pourteau,France,12,FRA
"Casanuova della Cerbaie, Rosso di Montalcino",Italy,13,ITA
"Casanuova della Cerbaie, Cerbaione",Italy,14,ITA
"Di Lenardo, Pinot Grigio",Italy,12,ITA
"Di Lenardo, Merlot",Italy,13,ITA
"Di Lenardo, Cabernet",Italy,13,ITA
"Fernando Remirez de Ganuza, Trasnocho",Spain,14,ESP
"Fernando Remirez de Ganuza, Remirez de Ganuza Reserva",Spain,14,ESP
"Maison Champy, Clos Saint Denis Grand Cru",France,13,FRA
"Mommessin, St. Amour Les Pecheurs",France,13,FRA
"Mommessin, Beaujolais Grande Reserve Red",France,12,FRA
"Trabucchi, Amarone della Valpolicella",Italy,15,ITA
"Trabucchi, Valpolicella Superiore ",Italy,14,ITA
Massolino Dolcetto d'Alba,Italy,13,ITA
"Rivetto, Dolcetto d'Alba 'Ercolino'",Italy,14,ITA
"Gomba, Barolo Sori",Italy,14,ITA
"Marcarini, Barolo La Serra",Italy,14,ITA
"Damilano, Barolo",Italy,14,ITA
"Conterno Fantino, Barolo Sori Ginestra",Italy,15,ITA
Speri Amarone della Valpolicella Classico 'Vigneto Monte Sant'Urbano',Italy,15,ITA
"Tenuta Monteti, Caburnio",Italy,13,ITA
"Poliziano, Morellino di Scansano",Italy,13,ITA
"Poliziano, In Violas Cortona",Italy,14,ITA
"Caprili, Rosso di Montalcino",Italy,14,ITA
"La Rasina, Rosso di Montalcino",Italy,14,ITA
"La Serena, Rosso di Montalcino",Italy,14,ITA
"Poliziano, Rosso di Montepulciano",Italy,13,ITA
"San Giusto a Rentennano, Chianti Classico Riserva 'Le Baroncole'",Italy,14,ITA
"Rubicini, Toscana Rosso",Italy,13,ITA
"Villa Pillo, Cingalino Rosso di Toscana",Italy,13,ITA
"Poggio Piano, Mama non Mama",Italy,13,ITA
"Argiano, Non Confunditur",Italy,14,ITA
"Talenti, Pian di Conte",Italy,14,ITA
"Cadel Vispo, Cruter",Italy,13,ITA
I Giusti e Zanza Perbruno,Italy,14,ITA
"Il Palagione, Antajr",Italy,14,ITA
"Cerbaiona, Diego Molinari",Italy,13,ITA
"Argiano, Il Duemilatre",Italy,14,ITA
"Poggio Piano, Rosso di Sera",Italy,14,ITA
I Giusti e Zanza Dulcamara,Italy,14,ITA
"Castello Delle Regine, Merlot",Italy,14,ITA
"Conti Zecca, Donna Marzia Negramaro",Italy,13,ITA
"Conti Zecca, Donna Marzia Primitivo",Italy,13,ITA
"Conti Zecca, Primitivo",Italy,14,ITA
"Feudo Arancio Stemmari, Nero d'Avola",Italy,13,ITA
"Fatascia, Alire",Italy,14,ITA
"Fatascia, Kaila Syrah",Italy,13,ITA
"Benanti, Verzella",Italy,13,ITA
"Benanti, Il Drappo",Italy,13,ITA
I Giusti e Zanza Nemorino Bianco,Italy,12,ITA
"Santero, Challenge Brut",Italy,11,ITA
"Santero, Moscato Rose",Italy,9,ITA
"Villa Sandi, Prosecco",Italy,11,ITA
"Villa Sandi, Prosecco Il Fresco Brut",Italy,11,ITA
"Villa Sandi, Prosecco Cuvee Oris",Italy,11,ITA
"Santero, Moscato d'Asti Gold Carved",Italy,5,ITA
Massolino Moscato d'Asti,Italy,5,ITA
"Poli, Sarpa di Poli Mignon",Italy,40,ITA
"Poli, Sarpa di Poli Hip bottle",Italy,40,ITA
"M. Chapoutier,  Rasteau",France,14,FRA
"Prunotto, Fiulot Barbera d'Asti",Italy,14,ITA
Chateau La Croix Meunier,France,13,FRA
Chateau Pontet Chappaz,France,12,FRA
Chateau Hermitage Mazeyres,France,13,FRA
Chateau Mont Redon Cotes Du Rhone,France,13,FRA
"Pierre Sparr, Gewurztraminer Reserve",France,13,FRA
"Terra d'Aligi, Tatone Montepulciano d'Abruzzo",Italy,13,ITA
"Vignerons de Buxy, Bourgogne Cote Chalonnaise Chardonnay",France,12,FRA
"Vignerons de Buxy, Bourgogne Cote Chalonnaise Pinot Noir",France,12,FRA
"Vignerons de Buxy, Givry",France,13,FRA
Orquestra Cabernet Sauvignon,Spain,13,ESP
Orquestra Merlot,Spain,13,ESP
Orquestra Chardonnay,Spain,13,ESP
Orquestra Tempranillo,Spain,13,ESP
Cambras Medium Sweet,France,11,FRA
Las Llaneras Sweet,Spain,11,ESP
"Santero, Moscato Puglia",Italy,5,ITA
Villa Jolanda Chianti,Italy,12,ITA
Chais de Meribel Sauternes,France,13,FRA
Chateau Saint Simeon Medoc,France,12,FRA
Bordeaux Camerlin de Verneuil,France,12,FRA
Liebfraumilch,Germany,9,DEU
"Cavatina, Chianti",Italy,12,ITA
"Casa del Coppiere, Nero d'Avola",Italy,12,ITA
"Boccantino, Montepulciano d'Abruzzo Riserva",Italy,13,ITA
"Firrlato, Roccaperciata Grillo",Italy,13,ITA
"Cecchi, Finest Chianti Classico",Italy,13,ITA
"Cecchi, Finest Chianti Classico Riserva",Italy,13,ITA
Finest Nero d'Avola,Italy,13,ITA
"Cantine Chiarli, Lambrusco Rosso",Italy,5,ITA
"Cantine Chiarli, Lambrusco Bianco Light",Italy,4,ITA
"Cantine Chiarli, Lambrusco Rose Light",Italy,4,ITA
Bucks Fizz,Germany,4,DEU
"Cherubino Valsangiacomo, Moscatel de Valencia",Spain,15,ESP
"Cherubino Valsangiacomo, Moscatel de Valencia Rose",Spain,15,ESP
"Kendermann, Black Tower Rose",Germany,9,DEU
"Kendermann, Black Tower Pinot Noir",Germany,12,DEU
"Kendermann, Black Tower Rivaner",Germany,10,DEU
"Kendermann, Black Tower Pinot Grigio",Germany,10,DEU
"Kendermann, Green Gold",Germany,9,DEU
"Kendermann, Tradition",Germany,11,DEU
"Kendermann, Late Harvest",Germany,9,DEU
